title,description,views,likes,dislikes,comments,tags
Studying Maths at the University of Exeter,Find out what it's like to study Maths at the University of Exeter and the opportunities available to our students.,35409,2,0,0,"maths,mathematics,exeter,university of exeter,undergraduate,maths degree,exeter uni,math,student life,studying,clearing,university clearing,campus life"
Physics at Exeter,Find out about studying Physics at the University of Exeter and the opportunities available to our students.,59756,2,0,0,"exeter,university of exeter,undergraduate,exeter uni,math,student life,studying,clearing,university clearing,campus life,physics,physics degree,undergraduate physics,exeter university"
Matthew discusses his #mypathtolaw,Matt grew up in a farming community in rural mid Devon and is the first generation of his family to go on to higher education. He was accepted on the University of Exeter’s Pathways to Law scheme.,238,1,0,1,"#mypathtolaw,exeter,univrsityofexeter,law,Exeter,Exeter university,university of exeter,law school,studying,law student,student,uni life,student life,campus life"
Wenona discusses her #mypathtolaw,"Wenona's path to law started from a very tender age by having a dad who is a lawyer. My biggest motivation was seeing how my dad, through hard work, discipline and the grace of God had managed to rise through the ranks and become a lawyer with his own practice. My father was born to uneducated parents, in a small rural town in northern Ghana but had worked immensely hard to become a household name that many Ghanaian lawyers look up to. Deep down, I always knew I wanted to follow in his footsteps and work with him one day.",159,1,0,0,"#mypathtolaw,universityofexeter,exeter,law,exeter uni,university of exeter,law school,law student,lawyer,student,studying,uni life,student life,campus life"
Alexander talks about her #mypathtolaw,Alexander tells us how she became interested in studying law at the University of Exeter.,80,0,0,0,"#mypathtolaw,exeter,universityofexeter,exeter uni,university of exeter,law,law school,lawyer,studying,student,student life,uni life,campus life"
Rema talks about her #mypathtolaw,"Coming from a refugee background, as a mixed-race female with dyslexia who attended a state school some 20 years ago, I already felt I was on the back-foot in chasing a career at the English Bar. Studying Law at the University of Exeter.",200,2,0,0,"#mypathtolaw,exeter,law,university of exeter,higher education,state education,refugee,Exeter uni,exeter university,studying,law school,lawyer,student,uni life,student life,campus life,LLM"
Law lecturer Dr Charlie Anderson talks about her #mypathtolaw,Law lecturer Dr Charlie Anderson talks about her career in Law.,284,2,1,0,"mypathtolaw,university of exeter,exeter,widening participation,law,exeter uni,exeter university,studying,student"
Law Lecturer Dr Matthew Channon #mypathtolaw,Law lecturer Dr Matthew Channon talks about his route from state school to be the first in his family to access Higher Education. He wants to improve social mobility for others and introduced the #mypathtolaw hashtag.,158,1,0,0,"social mobility,widening participation,law,university of exeter,exeter,pathways to law,#mypathtolaw,state school,higher education,exeter uni,exeter university,studying,student"
Winter Graduation Ceremony 4,,580,7,0,0,
Winter Graduation Ceremony 3,,832,9,0,0,
Winter Graduation Ceremony 2,,1133,3,0,0,
Winter Graduation Ceremony 1,,1862,7,0,3,
Winter Graduation Ceremonies,,146,0,2,0,"university of exeter,live event,graduation"
Adam Boyden alumni interview,"Alumni, seriel entrepreneur and venture capitalist Adam Boyden talks to us about engineering, entrepreneurship and success.",50,1,0,0,"exeter,entrepreneurship,exeteruni,engineering,success,business,alumni"
Happy Diwali from the University of Exeter!,"Happy Diwali from our Asian and Hindu societies at the University of Exeter! 

Watch the full length version",337,7,2,0,"University of Exeter,Exeter University,Exeter,Exeter Uni,Happy Diwali,Diwali in the UK,Diwali"
Computer Science at the University of Exeter,Prof Ronaldo Menezes explains why computer science is more about curiosity than coding. Find out more about studying Computer Science at Exeter at http://www.exeter.ac.uk/undergraduate/degrees/computerscience/,3035,26,0,0,"exeter,computing,student life,studying,Exeter Uni,Exeter University,campus life,computer science,IT,coding,exeter uni,university of exeter,data science"
Physics at the University of Exeter,Learn more about studying Physics and Astronomy at the University of Exeter. Find out more at http://www.exeter.ac.uk/undergraduate/degrees/physics/,1204,11,0,0,"exeter,exeteruni,universityofexeter,physics,astrophysics,university,studying,university of exeter,exeter university,exeter uni,undergraduate,study,student life,campus life,clearing,university clearing"
Creative Dialogues 'in-conversation' series : Kamila Shamsie,"‘Creative Dialogues’ is a series of ‘in-conversation’ events, which brings a range of high-profile speakers who are leaders in their respective fields, from across the creative arts, journalism and the creative industries to Exeter. 

Join us for a Creative Dialogue featuring Kamila Shamsie, a new wave Pakistani writer and author of five acclaimed novels, was the third guest in our event series, Creative Dialogues. Watch the event recording.",2216,32,2,1,"University of Exeter,Events,Creative Dialogues,Humanities,Exeter"
Postgraduate Clinical Education - GP,"Hear Danielle, a GP, speak about her experiences on our postgraduate certificate in Clinical Education.",116,0,0,0,"postgraduate,medical education,medical teaching,clinical education,University of Exeter,Exeter Uni,Exeter,Exeter University,Study in the UK,University in the UK,Universities in the UK,UK university,Top ranked universities,University,What is uni like"
Postgraduate Clinical Education - A&E Doctor,"Hear Cath, a Speciality Doctor in A&E, talk about her experience on our postgraduate certificate in Clinical Education.",133,0,0,0,"postgraduate,medical education,clinical education,University of Exeter,Exeter Uni,Exeter,Exeter University,Study in the UK,University in the UK,Universities in the UK,UK university,Top ranked universities,University,What is uni like"
Funding postgraduate research degrees,"Dr Simon Clark, former University of Exeter PhD student, tells you how you can find funding for your PhD or research degree. This includes studentships via Research and Innovation UK (formerly Research Councils UK), University of Exeter scholarship schemes or the Government's Doctoral Loan scheme. 

Find out more about PhD research at Exeter: www.exeter.ac.uk/pg-research",1265,3,1,0,"PhD,Universtiy,Research,Funding,Scholarship,Studentship,phd research,phd funding"
Postgraduate Clinical Education at Exeter - Practice Nurse,"Hear from Beth, a Practice Nurse who undertook our PgCert in Clinical Education.

Our postgraduate programmes look at Clinical Education from a new and practical standpoint, based on the reality of delivering clinical education in modern healthcare environments.

Read more at http://www.exeter.ac.uk/postgraduate/taught/medicine/clinicaledcert/",154,1,0,0,"postgraduate,clinical education,medical teaching,medicine,nursing,masters,University of Exeter,Exeter Uni,Exeter,Exeter University,Study in the UK,University in the UK,Universities in the UK,UK university,Top ranked universities,University,What is uni like"
Harmful Algal Blooms,Assessing and Mitigating the Risks of Harmful Algal Blooms,137,1,0,0,
We Are All Exeter,Be safe. Be supportive. Be kind.,829,10,1,0,
Doctoral College – Welcome 2018/9,"Professor Andrew McRae, Dean of Postgraduate Research and of the Doctoral College, welcomes all new and current PGR students to the 2018/9 academic year, and the support available to them at the University of Exeter. For full details and support please visit the Doctoral College website: www.exeter.ac.uk/doctoralcollege",288,3,0,0,
